match_id,date,home_team_name,away_team_name,winner,home_team_team_rating,home_team_att_goal_low_left,home_team_won_contest,home_team_possession_percentage,home_team_total_throws,home_team_att_miss_high_left,home_team_blocked_scoring_att,home_team_total_scoring_att,home_team_att_sv_low_left,home_team_total_tackle,home_team_att_miss_high_right,home_team_aerial_won,home_team_att_miss_right,home_team_att_sv_low_centre,home_team_aerial_lost,home_team_accurate_pass,home_team_total_pass,home_team_won_corners,home_team_shot_off_target,home_team_ontarget_scoring_att,home_team_goals,home_team_att_miss_left,home_team_fk_foul_lost,home_team_att_sv_low_right,home_team_att_goal_low_centre,home_team_total_offside,home_team_att_sv_high_left,home_team_att_goal_high_left,home_team_att_miss_high,home_team_att_goal_low_right,home_team_att_goal_high_right,home_team_att_sv_high_centre,home_team_att_post_high,home_team_post_scoring_att,home_team_att_sv_high_right,home_team_penalty_save,home_team_att_pen_goal,home_team_att_post_right,home_team_att_post_left,home_team_att_goal_high_centre,home_lineup_fpl_minutes,home_lineup_fpl_goals,home_lineup_fpl_assits,home_lineup_fpl_cs,home_lineup_fpl_points,home_lineup_fpl_bonus,home_lineup_fpl_cprice,home_lineup_player_rating,home_lineup_touches,home_lineup_saves,home_lineup_total_pass,home_lineup_aerial_won,home_lineup_formation_place,home_lineup_accurate_pass,home_lineup_total_tackle,home_lineup_aerial_lost,home_lineup_fouls,home_lineup_yellow_card,home_lineup_total_scoring_att,home_lineup_man_of_the_match,home_lineup_goals,home_lineup_won_contest,home_lineup_blocked_scoring_att,home_lineup_goal_assist,home_lineup_good_high_claim,home_lineup_second_yellow,home_lineup_red_card,home_lineup_error_lead_to_goal,home_lineup_last_man_tackle,home_lineup_six_yard_block,home_lineup_post_scoring_att,home_lineup_att_pen_target,home_lineup_penalty_save,home_lineup_penalty_conceded,home_lineup_clearance_off_line,home_lineup_att_pen_goal,home_lineup_att_pen_miss,home_lineup_own_goals,home_lineup_att_pen_post,away_team_team_rating,away_team_att_goal_low_left,away_team_won_contest,away_team_possession_percentage,away_team_total_throws,away_team_att_miss_high_left,away_team_blocked_scoring_att,away_team_total_scoring_att,away_team_att_sv_low_left,away_team_total_tackle,away_team_att_miss_high_right,away_team_aerial_won,away_team_att_miss_right,away_team_att_sv_low_centre,away_team_aerial_lost,away_team_accurate_pass,away_team_total_pass,away_team_won_corners,away_team_shot_off_target,away_team_ontarget_scoring_att,away_team_goals,away_team_att_miss_left,away_team_fk_foul_lost,away_team_att_sv_low_right,away_team_att_goal_low_centre,away_team_total_offside,away_team_att_sv_high_left,away_team_att_goal_high_left,away_team_att_miss_high,away_team_att_goal_low_right,away_team_att_goal_high_right,away_team_att_sv_high_centre,away_team_att_post_high,away_team_post_scoring_att,away_team_att_sv_high_right,away_team_penalty_save,away_team_att_pen_goal,away_team_att_post_right,away_team_att_post_left,away_team_att_goal_high_centre,away_lineup_fpl_minutes,away_lineup_fpl_goals,away_lineup_fpl_assits,away_lineup_fpl_cs,away_lineup_fpl_points,away_lineup_fpl_bonus,away_lineup_fpl_cprice,away_lineup_player_rating,away_lineup_touches,away_lineup_saves,away_lineup_total_pass,away_lineup_aerial_won,away_lineup_formation_place,away_lineup_accurate_pass,away_lineup_total_tackle,away_lineup_aerial_lost,away_lineup_fouls,away_lineup_yellow_card,away_lineup_total_scoring_att,away_lineup_man_of_the_match,away_lineup_goals,away_lineup_won_contest,away_lineup_blocked_scoring_att,away_lineup_goal_assist,away_lineup_good_high_claim,away_lineup_second_yellow,away_lineup_red_card,away_lineup_error_lead_to_goal,away_lineup_last_man_tackle,away_lineup_six_yard_block,away_lineup_post_scoring_att,away_lineup_att_pen_target,away_lineup_penalty_save,away_lineup_penalty_conceded,away_lineup_clearance_off_line,away_lineup_att_pen_goal,away_lineup_att_pen_miss,away_lineup_own_goals,away_lineup_att_pen_post
829513,16/08/2014 17:30:00,Arsenal,Crystal Palace,1,7.149141122035857,1.25,15.710526315789476,56.56052631578948,20.0,1.5454545454545454,4.75,16.05263157894737,1.6923076923076923,19.44736842105263,1.25,19.84210526315789,1.8965517241379308,2.1739130434782608,16.789473684210527,452.89473684210526,540.1578947368421,6.891891891891893,5.578947368421051,6.135135135135134,2.1515151515151514,2.0303030303030303,9.894736842105264,1.9166666666666667,1.0833333333333333,2.2068965517241383,1.0,1.1666666666666667,1.5833333333333333,1.5,1.2857142857142858,1.125,1.0,1.1111111111111112,1.0,0.0,1.0,1.0,1.0,1.0,25647,53,43,102,1267,132,109.60000000000001,98.06637819799997,936.48327565,4.0,660.8053301519999,38.333898046,65.352575224,551.479883167,33.293688096,33.653074866000004,24.000169357000004,16,28.342337769000004,8,10.666666667,31.848186961000003,17.43972431,11.565079364999999,5.0,1,2,3.5,1.0,6.5,4.0,1,0,2,1.0,1.0,0,1,0,6.831762338538657,1.0,9.394736842105264,40.2578947368421,24.47368421052632,1.4,3.5675675675675675,11.63157894736842,1.2307692307692308,20.789473684210527,1.2857142857142858,23.684210526315788,1.7037037037037035,1.4782608695652173,22.605263157894736,220.55263157894737,317.63157894736844,5.72972972972973,4.75,3.756756756756757,1.88,1.5833333333333333,13.86842105263158,1.4705882352941178,1.125,2.655172413793104,1.0,1.0,1.4444444444444444,1.2857142857142858,1.0,1.1111111111111112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30524,40,39,60,1153,77,86.2,92.97555974400001,618.45696925,4.8125,386.22262140999993,40.535854021,68.207405062,261.790367873,32.724785184,37.878286433999996,26.482597836,14,22.849885773999993,9,12.416666667,21.215656564999996,14.295895990999998,9.100000000000001,4.166666666999999,4,4,7.0,1.0,7.0,5.0,1,1,2,2.0,3.0,0,0,0
829514,18/08/2014 20:00:00,Burnley,Chelsea,-1,6.785845842753737,1.0,6.342105263157895,42.4078947368421,26.578947368421048,1.1875,3.4166666666666665,11.31578947368421,1.181818181818182,16.184210526315788,1.0,25.105263157894736,1.68,1.4,24.63157894736842,252.15789473684208,358.81578947368416,4.621621621621622,4.789473684210527,3.3783783783783785,1.4,1.827586206896552,10.736842105263158,1.8,1.1666666666666667,2.1333333333333333,1.0,1.0,2.0,1.8,1.0,1.2,1.5,1.5714285714285714,1.0,1.0,1.0,1.0,1.0,1.0,31454,22,19,93,1090,64,79.6,86.75473890499998,618.5924345770001,3.4594594589999996,393.72642317299994,39.523796722,65.493728087,279.514568877,23.537638174999998,33.761779013,22.984124208999997,13,22.743779939,4,6.1,18.614545455,16.71031746,8.0,1.888888889,1,2,1.0,1.0,6.0,5.333333333,1,1,4,5.0,1.0,0,2,1,7.059723828802778,1.3333333333333333,12.81578947368421,55.728947368421046,21.657894736842106,1.2,4.027027027027027,14.842105263157894,1.4375,19.973684210526315,1.5882352941176472,18.55263157894737,1.8148148148148149,2.1333333333333333,15.605263157894735,443.6315789473685,533.4473684210526,5.973684210526316,5.394736842105262,5.526315789473684,2.085714285714286,2.066666666666667,10.052631578947368,1.4117647058823528,1.2727272727272727,2.34375,1.25,1.0,1.9230769230769231,1.1875,1.0,1.3333333333333333,1.0,1.1,1.25,0.0,1.0,1.0,1.0,1.0,34794,60,43,183,1799,169,121.4,98.45267176,877.8903728600001,6.740740741,646.19611199,35.120976007,68.68380044,537.3163576129999,35.428988429,32.147827903999996,24.2663229,15,27.834710013000002,9,11.45,25.89006734,16.89478022,10.125,3.379310345,1,4,2.0,2.0,6.0,4.5,1,0,3,1.0,2.0,0,1,0
829515,16/08/2014 15:00:00,Leicester,Everton,0,6.843093551185657,1.4545454545454546,9.052631578947368,43.39736842105264,24.63157894736842,1.3636363636363635,3.2,12.026315789473687,1.1666666666666667,20.789473684210527,1.3333333333333333,23.421052631578952,1.75,1.65,28.157894736842106,249.68421052631575,351.18421052631584,5.578947368421051,5.621621621621622,3.8055555555555554,1.9166666666666667,2.1724137931034484,12.0,1.4666666666666666,1.0,2.3076923076923075,1.25,2.0,1.6428571428571428,1.2857142857142858,1.0,1.2,1.0,1.1428571428571428,1.4,0.0,1.5,1.0,1.0,1.0,26046,30,20,69,958,59,80.4,82.04952819499998,644.059012489,6.47826087,413.77484002299997,35.184596741,52.274488706,289.898937667,29.228908091,39.956507646000006,24.395166681999996,11,21.540551378,5,9.555555555,22.883100234,13.010101011,8.0,3.333333333,1,2,5.0,3.0,6.0,3.0,1,0,3,2.0,2.0,0,2,0,6.8126758986627385,1.3571428571428572,10.210526315789474,54.58947368421053,22.315789473684212,1.0,3.6052631578947367,12.710526315789476,1.6666666666666667,17.289473684210527,1.375,15.18421052631579,1.7333333333333334,1.5517241379310345,17.0,408.0789473684209,494.9473684210528,5.2105263157894735,4.7368421052631575,4.368421052631579,1.8461538461538465,1.6551724137931034,10.263157894736842,1.3333333333333333,1.2,2.515151515151515,1.2857142857142858,1.0,1.6176470588235294,1.0,1.0,1.1428571428571428,1.0,1.1666666666666667,1.0,0.0,1.0,1.0,1.0,1.0,31642,39,36,94,1255,109,100.30000000000001,96.07733947600002,900.2879203499999,5.321428571,641.86454823,34.054576718999996,67.098885398,526.6395013399999,31.054027493,33.279324945,23.094946396,15,25.04665751,10,10.0,24.202217554,17.133660131,10.125,4.575,2,2,9.333333332999999,5.0,7.0,5.0,1,0,4,2.0,2.0,0,2,1
829516,17/08/2014 13:30:00,Liverpool,Southampton,1,6.902160208212839,1.1538461538461535,11.526315789473687,55.73684210526318,22.052631578947373,1.1428571428571428,4.342105263157896,15.526315789473687,1.4615384615384617,21.0,1.4761904761904765,14.973684210526313,1.8,1.68,15.526315789473687,422.10526315789474,509.81578947368416,5.2105263157894735,6.13157894736842,5.052631578947368,1.7333333333333334,2.2413793103448274,10.131578947368421,1.5769230769230769,1.2,2.5,1.0,1.0,1.7272727272727273,1.1176470588235294,1.0,1.2727272727272727,1.0,1.1111111111111112,1.0,1.0,1.25,1.0,1.0,1.0,31035,37,38,124,1350,136,108.4,98.27228156799998,961.76392568,4.696969697,691.24688426,36.869491812999996,68.015988332,578.593629725,37.839504582,32.753551064999996,22.283128227999995,13,28.859537266,9,10.125,24.43845366,15.824925075,6.416666667,2.571428571,1,2,5.0,6.0,7.0,6.0,1,1,3,3.0,2.3333333329999997,0,2,0,6.904203537690381,1.2,6.947368421052633,53.07894736842106,23.921052631578952,1.2307692307692308,3.388888888888889,13.394736842105265,1.2727272727272727,21.394736842105264,1.2941176470588236,16.973684210526315,2.2,1.5769230769230769,17.342105263157894,381.31578947368416,478.4736842105263,5.648648648648647,5.7368421052631575,4.447368421052632,2.0769230769230766,2.1923076923076925,12.342105263157894,1.3333333333333333,1.1,2.583333333333333,0.0,1.0,1.6428571428571428,1.1428571428571428,1.2857142857142858,1.5,1.25,1.375,1.0,0.0,1.0,1.0,1.25,1.25,31817,37,42,138,1385,115,93.10000000000001,87.60156221599999,751.38739471,6.402173913,539.9121220000002,27.700984095,59.64162198900001,429.42890051999996,29.395440656,25.263558776000004,19.574986881999997,12,20.319085705,9,11.333333332999999,15.626648351999998,13.885593792999998,10.85,3.485294118,1,3,3.0,2.5,5.0,5.5,1,0,2,1.0,2.0,0,0,0
829517,16/08/2014 12:45:00,Manchester United,Swansea,-1,6.990919365721996,1.2941176470588236,9.842105263157897,61.163157894736855,21.0,1.1666666666666667,4.0,13.473684210526313,1.25,19.44736842105263,1.1428571428571428,15.76315789473684,1.6666666666666667,1.96,15.526315789473687,477.3684210526316,560.7631578947369,5.63157894736842,5.081081081081081,4.864864864864865,2.066666666666667,2.0,11.921052631578947,1.4210526315789471,1.3,2.636363636363636,1.2,1.0,1.5714285714285714,1.2727272727272727,1.5,1.2222222222222223,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,22995,40,24,76,993,87,104.89999999999999,83.25954991,720.67892102,2.90625,523.37790139,26.897196301999998,54.805409938,440.45516471999997,24.575175668,25.847618069000003,20.686475659000003,10,17.629880227000005,7,7.858333333,20.808180218,12.142135642999998,5.25,1.428571429,1,4,2.0,3.0,5.0,2.0,1,1,2,3.0,2.0,0,1,0,6.856901388085598,1.1,9.210526315789474,50.097368421052636,19.0,1.1666666666666667,3.294117647058824,11.210526315789476,1.2222222222222223,16.684210526315788,1.2857142857142858,14.5,1.6521739130434785,1.88,17.289473684210527,386.23684210526324,470.4473684210528,4.441176470588236,4.513513513513512,4.083333333333333,1.5333333333333334,1.6923076923076923,10.473684210526317,1.25,1.0,2.5806451612903225,1.0,1.0,1.4782608695652173,1.1111111111111112,1.0,1.1111111111111112,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,30580,43,36,118,1322,104,92.90000000000002,91.19494555499999,799.4643245500001,5.914285714,553.8764514000001,28.259341140999997,66.982808831,456.45099981,31.362854192000004,30.731070889,24.039845938000003,12,21.867729677,8,8.766666666999999,21.2462535,15.138361639,9.916666667,4.75,3,5,3.0,0.0,4.0,5.0,0,0,2,3.0,2.0,0,1,0
829518,17/08/2014 16:00:00,Newcastle United,Manchester City,-1,6.740591382301909,1.2727272727272727,11.63157894736842,47.55000000000001,24.394736842105264,1.3333333333333333,3.5675675675675675,12.31578947368421,1.25,21.684210526315788,1.4117647058823528,17.763157894736842,1.7586206896551724,1.55,23.0,303.6842105263158,395.26315789473676,5.842105263157895,5.078947368421051,3.864864864864865,1.6,2.1724137931034484,11.421052631578947,1.35,1.0,1.5833333333333333,1.0,1.0,1.5416666666666667,1.2857142857142858,1.0,1.1111111111111112,1.0,1.0,1.2,0.0,1.0,1.0,1.0,0.0,31654,25,29,78,1084,77,86.99999999999999,95.82520715200003,764.15410715,4.528735633,497.66681159999996,34.52070105799999,63.797759113,381.88282567000005,34.68923706099999,36.378256215,23.945794888,12,25.126251858,6,12.0,24.686147187000003,16.706060605999998,10.2,3.894736842,4,5,6.0,4.0,6.0,4.0,0,0,4,1.0,0.0,0,1,0,7.066203007518798,1.3636363636363635,11.421052631578947,59.636842105263156,20.605263157894736,1.0,5.277777777777779,17.63157894736842,1.1764705882352942,19.763157894736842,1.2777777777777777,15.921052631578947,1.8,2.3703703703703702,15.342105263157894,491.9210526315789,581.7631578947369,7.6944444444444455,6.605263157894738,6.026315789473684,2.3714285714285714,2.34375,11.710526315789476,1.5909090909090908,1.1428571428571428,2.6,1.0,1.0,2.2580645161290325,1.3333333333333333,1.0,1.2222222222222223,1.25,1.1538461538461535,1.181818181818182,1.0,1.1666666666666667,1.0,1.0,1.0,33205,74,69,135,1700,166,126.60000000000002,100.53223132599999,1009.1617434100001,5.558823529,770.5755082200002,29.842124544000004,71.218143883,651.0898126299999,36.793306759000004,29.148518800999994,27.196475125000003,16,30.907864081,12,14.423856209,27.840804004,20.142540572,14.376190476000001,4.84,1,1,2.0,1.0,7.0,5.0,1,1,3,1.0,2.25,0,2,0
829519,16/08/2014 15:00:00,Queens Park Rangers,Hull,-1,6.765569452477348,1.3333333333333333,8.078947368421053,45.07631578947369,23.73684210526316,1.1666666666666667,4.567567567567568,14.052631578947368,1.25,20.55263157894737,1.2941176470588236,21.710526315789476,1.6896551724137931,1.5357142857142858,23.894736842105264,254.34210526315792,359.4210526315789,4.7105263157894735,5.657894736842105,3.947368421052632,1.6153846153846154,2.419354838709677,11.76315789473684,1.3529411764705883,1.25,2.6129032258064515,1.0,1.0,1.5769230769230769,1.0,1.0,1.2307692307692308,1.5,1.4,1.0,1.0,1.0,1.3333333333333333,1.0,1.0,28628,34,29,56,944,53,82.69999999999999,93.88674911699998,682.7246452400001,3.882352941,427.65998198,39.625686273999996,61.58784230400001,302.507881455,37.638191309999996,40.760712095,23.873949106999994,15,26.471276845,3,7.3666666670000005,21.395763061,18.894372294,5.333333333,1.92,2,3,3.0,3.0,8.25,5.0,1,1,4,5.0,1.0,0,3,0,6.7552903894351255,1.0,6.7105263157894735,44.10263157894736,19.86842105263158,1.9090909090909087,3.085714285714286,11.289473684210524,1.3333333333333333,20.026315789473685,1.625,21.921052631578952,1.6129032258064515,1.36,20.605263157894736,298.9473684210526,390.89473684210526,4.828571428571427,5.135135135135135,3.638888888888889,1.5714285714285714,2.0434782608695654,11.86842105263158,1.3846153846153846,1.1666666666666667,2.6666666666666665,1.0,1.5,1.44,1.25,1.0,1.4444444444444444,1.1666666666666667,1.4285714285714286,1.2,1.0,1.0,1.5,0.0,1.0,29253,17,19,89,979,56,83.80000000000003,94.91144042400002,753.05658715,5.5600000000000005,503.77917183000005,37.908190053999995,71.599012063,381.88156745299995,33.972447454000005,35.56982174699999,24.649519252999998,13,23.606083854,8,8.0,17.88510101,14.925427350000001,9.0,3.4,1,4,6.0,2.0,3.0,6.0,0,1,3,3.0,0.0,0,0,0
829520,16/08/2014 15:00:00,Stoke,Aston Villa,-1,6.868351889338733,1.0833333333333333,9.421052631578947,50.276315789473685,24.815789473684212,1.2142857142857142,4.135135135135135,13.210526315789476,1.4,19.210526315789476,1.3,24.421052631578952,1.851851851851852,1.65,19.026315789473685,313.4736842105263,404.7105263157895,5.270270270270269,5.756756756756758,3.5789473684210527,1.6551724137931034,2.3703703703703702,12.81578947368421,1.1875,1.0,2.5,1.0,1.0,2.238095238095238,1.1666666666666667,1.0,1.2727272727272727,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,33504,46,33,91,1332,120,89.89999999999999,95.07467123400001,754.87566944,2.866666667,499.58313677999996,43.412524889,68.27383647100001,394.33437255200005,35.124424635,35.98119912600001,28.518888304,17,29.007082773,10,9.555555555,24.235547786,18.492571972,11.75,2.1,1,1,3.0,4.0,6.0,6.0,0,0,3,3.0,2.0,0,0,0,6.685258820127244,1.25,7.578947368421053,48.994736842105254,21.78947368421053,1.15,2.736842105263158,11.0,1.3125,16.368421052631582,1.2727272727272727,18.44736842105263,2.074074074074074,1.5416666666666667,18.42105263157895,343.42105263157896,434.60526315789474,4.885714285714286,5.108108108108109,3.3783783783783785,1.55,1.5714285714285714,10.605263157894736,1.2222222222222223,1.0,2.121212121212121,1.0,1.0,1.6785714285714286,1.0,1.0,1.0,1.0,1.25,1.0,0.0,1.0,1.0,1.0,1.0,26619,11,21,90,896,53,82.39999999999999,87.97924785000001,710.8726166700001,6.15625,482.23872747,28.835330057,58.385497021,377.85830812,27.095922767,32.160335495999995,20.711825675999997,14,22.518242466000004,8,4.2,19.844221139,13.665750916,10.25,4.653846154,2,5,6.0,5.0,4.0,3.0,0,0,2,2.0,0.0,0,1,0
829521,16/08/2014 15:00:00,West Bromwich Albion,Sunderland,0,6.765031087333718,1.0769230769230769,6.2631578947368425,43.7,20.86842105263158,1.3076923076923077,3.2424242424242418,10.842105263157897,1.0555555555555556,18.34210526315789,1.3333333333333333,17.07894736842105,1.6666666666666667,1.6363636363636365,17.0,284.9473684210526,379.84210526315786,4.777777777777779,4.552631578947368,3.6666666666666665,1.52,1.851851851851852,11.13157894736842,1.3076923076923077,1.0,2.096774193548387,1.0,1.0,1.48,1.1111111111111112,1.0,1.3333333333333333,1.0,1.125,1.0,1.0,1.0,1.0,1.0,1.0,27397,31,28,120,1111,82,82.80000000000001,86.057581282,696.6449972499998,7.975524476,466.49594389,31.566988842999997,59.033996155,345.63200096599996,30.956130189,30.444410623000003,26.561034799,15,23.101552427999998,6,9.272727273000001,18.26111111,15.017063492000002,9.111111111,5.041666666999999,0,2,3.0,2.0,4.0,5.0,1,1,3,1.0,1.0,0,0,0,6.748507326007326,1.1428571428571428,8.947368421052632,45.07105263157896,21.13157894736842,1.2142857142857142,3.361111111111111,10.736842105263158,1.2727272727272727,19.973684210526315,1.2307692307692308,15.26315789473684,1.7333333333333334,1.5454545454545454,15.63157894736842,289.60526315789474,380.31578947368416,4.894736842105263,4.485714285714286,3.421052631578948,1.4761904761904765,1.95,11.605263157894735,1.5,1.0,2.15625,1.0,1.0,1.5555555555555556,1.0909090909090908,1.0,1.0,1.0,1.0,1.0,0.0,1.3333333333333333,1.0,0.0,0.0,29268,26,23,107,1068,65,84.8,89.30594474699998,677.6095426300001,7.692307692,462.09986696799996,29.817153434,67.333615434,349.37788654,35.637130107,29.602590599999996,24.112795718,14,22.290331443,7,9.0,20.09321059,14.107560568,8.0,4.291666666999999,1,2,4.5,3.0,4.5,3.0,0,0,4,3.0,2.5,0,4,0
829522,16/08/2014 15:00:00,West Ham,Tottenham,-1,6.8544006651243485,1.0769230769230769,6.842105263157895,45.58684210526317,23.86842105263158,1.0,3.9166666666666665,12.86842105263158,1.1875,17.026315789473685,1.0,22.894736842105264,2.033333333333333,1.5238095238095235,19.473684210526315,266.3421052631579,357.0,6.513513513513512,5.297297297297297,4.108108108108108,1.6296296296296295,2.09375,11.052631578947368,1.32,1.0,2.5277777777777777,1.0,1.0,1.6666666666666667,1.181818181818182,1.0,1.181818181818182,1.0,1.1111111111111112,1.2,1.0,1.0,1.0,1.0,1.0,27188,28,28,73,1052,98,89.89999999999999,86.01676050600001,676.00115996,7.394736842,422.9200576090001,34.721940595,63.53568499399999,322.36697434000007,33.754995581,29.110897436,25.115871446999996,14,23.862192221999997,7,10.0,19.068266537,16.335784313,7.1428571430000005,3.92,1,2,3.0,3.0,5.0,6.0,0,1,2,1.0,1.0,1,2,0,6.888914112203588,1.2,10.842105263157897,56.98684210526316,24.184210526315788,1.0625,4.135135135135135,13.86842105263158,1.3888888888888888,21.44736842105263,1.25,15.973684210526313,1.6206896551724137,2.05,16.42105263157895,412.7894736842105,508.5526315789474,5.921052631578947,5.342105263157895,4.5,2.071428571428572,2.458333333333333,11.63157894736842,1.45,1.0,2.264705882352941,1.0,1.0,2.333333333333333,1.3,1.0,1.0,1.0,1.1,1.1428571428571428,1.0,1.0,1.0,1.0,1.0,28065,46,39,76,1188,117,101.2,95.79582738200001,859.2319808399999,3.566666667,596.97673392,31.169416279999997,63.894749444,481.6300651600001,33.054716291,31.272365463000007,24.011232069000002,15,27.377741702,8,10.4,23.203011206,16.916862745,12.166666667000001,1.8260869569999998,0,1,4.0,2.0,6.0,3.0,2,1,5,1.5,2.0,0,1,0
