teamName,team_rating,att_goal_low_left,won_contest,possession_percentage,total_throws,att_miss_high_left,blocked_scoring_att,total_scoring_att,att_sv_low_left,total_tackle,att_miss_high_right,aerial_won,att_miss_right,att_sv_low_centre,aerial_lost,accurate_pass,total_pass,won_corners,shot_off_target,ontarget_scoring_att,goals,att_miss_left,fk_foul_lost,att_sv_low_right,att_goal_low_centre,total_offside,att_sv_high_left,att_goal_high_left,att_miss_high,att_goal_low_right,att_goal_high_right,att_sv_high_centre,att_post_high,post_scoring_att,att_sv_high_right,penalty_save,att_pen_goal,att_post_right,att_post_left,att_goal_high_centre
Arsenal,6.9873554077501465,1.3157894736842106,12.0,58.70789473684212,20.44736842105263,1.2,4.628571428571429,14.894736842105264,1.75,17.710526315789473,1.2727272727272727,16.63157894736842,1.625,1.7826086956521738,15.657894736842104,471.5263157894737,563.0,5.973684210526316,5.342105263157895,5.2894736842105265,2.264705882352941,1.8,10.473684210526315,1.6875,1.3571428571428572,3.064516129032258,1.0,1.25,1.625,1.0714285714285714,1.0,1.0,1.25,1.2,1.1666666666666667,0,1.0,1.0,1.0,1.0
Liverpool,6.978524436090225,1.125,10.921052631578947,61.900000000000006,25.210526315789473,1.1538461538461537,5.026315789473684,16.842105263157894,1.7619047619047619,18.894736842105264,1.2352941176470589,17.289473684210527,2.2333333333333334,2.1153846153846154,21.0,483.3157894736842,586.3947368421053,6.552631578947368,5.605263157894737,6.2105263157894735,2.3636363636363638,1.9285714285714286,10.447368421052632,1.45,1.5,2.40625,1.2,1.25,1.8333333333333333,1.2857142857142858,1.0,1.1333333333333333,1.3333333333333333,1.2,1.0,1.0,1.1666666666666667,1.0,1.0,1.1666666666666667
Bournemouth,6.744615384615387,1.2941176470588236,11.263157894736842,51.43684210526316,21.710526315789473,1.2307692307692308,3.189189189189189,11.894736842105264,1.411764705882353,15.894736842105264,1.2307692307692308,14.447368421052632,1.875,1.75,16.157894736842106,366.8421052631579,451.36842105263156,5.216216216216216,4.702702702702703,4.2105263157894735,1.896551724137931,1.96,9.68421052631579,1.25,1.0,1.8928571428571428,1.0,1.0,1.5217391304347827,1.1,1.0,1.3076923076923077,1.0,1.3,1.125,1.0,1.0,1.0,1.3333333333333333,1.0
Manchester United,6.994026894158474,1.125,10.631578947368421,56.4657894736842,22.263157894736842,1.0833333333333333,4.277777777777778,15.552631578947368,1.7,18.157894736842106,1.375,16.342105263157894,1.8484848484848484,1.9333333333333333,13.578947368421053,448.63157894736844,532.7631578947369,5.918918918918919,5.973684210526316,5.526315789473684,1.8,1.8076923076923077,13.052631578947368,1.736842105263158,1.1428571428571428,2.8285714285714287,1.0833333333333333,1.0,2.3666666666666667,1.2307692307692308,1.1666666666666667,1.25,1.25,1.1818181818181819,1.1428571428571428,1.0,1.0,1.0,1.3333333333333333,1.0
Burnley,6.7226691729323305,1.0,4.864864864864865,40.17105263157894,21.342105263157894,1.3333333333333333,3.1176470588235294,10.289473684210526,1.1,16.789473684210527,1.2666666666666666,24.0,1.75,1.48,24.05263157894737,224.23684210526315,330.4736842105263,3.9210526315789473,4.45945945945946,3.3333333333333335,1.5,1.6206896551724137,11.289473684210526,1.25,1.25,3.0606060606060606,1.3333333333333333,1.0,1.56,1.0769230769230769,1.0,1.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
Swansea,6.6806515414410175,1.1,8.31578947368421,47.907894736842124,22.36842105263158,1.1,2.676470588235294,10.657894736842104,1.2941176470588236,16.710526315789473,1.2,17.92105263157895,1.6538461538461537,1.5789473684210527,17.473684210526315,334.8157894736842,424.5,5.324324324324325,4.694444444444445,3.918918918918919,1.6666666666666667,1.8,10.552631578947368,1.375,1.125,1.6333333333333333,1.1111111111111112,1.1428571428571428,1.8333333333333333,1.0,1.0,1.1111111111111112,2.0,1.6666666666666667,1.2,1.0,1.0,1.0,1.0,1.0
Chelsea,7.050413533834588,1.4705882352941178,13.31578947368421,54.952631578947354,20.57894736842105,1.2307692307692308,4.105263157894737,15.263157894736842,1.0666666666666667,17.157894736842106,1.2,14.131578947368421,2.0,1.903225806451613,14.578947368421053,444.2105263157895,529.6052631578947,5.7368421052631575,5.7894736842105265,5.513513513513513,2.4285714285714284,2.0,10.394736842105264,1.5,1.3529411764705883,2.064516129032258,1.0,1.0,1.9333333333333333,1.1666666666666667,1.4,1.0,1.0,1.0909090909090908,2.0,0,1.0,1.0,1.0,1.0
West Ham,6.760967322151532,1.0714285714285714,10.68421052631579,47.11052631578947,20.763157894736842,1.1666666666666667,3.945945945945946,13.131578947368421,1.0625,15.105263157894736,1.0909090909090908,19.13157894736842,2.2222222222222223,1.2857142857142858,17.94736842105263,311.42105263157896,398.07894736842104,4.675675675675675,5.657894736842105,3.6315789473684212,1.6206896551724137,1.7941176470588236,10.736842105263158,1.55,1.2,2.3870967741935485,1.0,1.0,1.9655172413793103,1.0,1.0,1.0,1.0,1.2222222222222223,1.0,1.0,1.0,1.5,1.0,1.0
Crystal Palace,6.756487854251014,1.2142857142857142,10.342105263157896,45.28947368421052,22.63157894736842,1.0,3.323529411764706,11.552631578947368,1.6153846153846154,18.394736842105264,1.4666666666666666,22.0,1.8076923076923077,1.4210526315789473,17.763157894736842,261.6842105263158,356.36842105263156,5.342105263157895,4.947368421052632,3.72972972972973,2.0,1.9583333333333333,12.368421052631579,1.15,1.5714285714285714,1.9642857142857142,1.0,1.0,1.6428571428571428,1.1111111111111112,1.0,1.0,1.0,1.0,1.1428571428571428,0,1.0,1.0,1.0,1.0
West Bromwich Albion,6.689699248120299,1.25,8.078947368421053,37.18947368421054,21.605263157894736,1.3846153846153846,3.0,10.5,1.0,15.921052631578947,1.2727272727272727,17.763157894736842,2.08,1.4090909090909092,19.026315789473685,219.18421052631578,311.1842105263158,4.416666666666667,4.702702702702703,3.324324324324324,1.8695652173913044,1.6129032258064515,11.81578947368421,1.0666666666666667,1.0,2.0,1.0,1.0,1.434782608695652,1.0714285714285714,1.0,1.0,1.0,1.1666666666666667,1.1111111111111112,0,1.0,1.0,1.0,1.0
Everton,6.913348515519568,1.411764705882353,10.578947368421053,52.02894736842105,20.92105263157895,1.0666666666666667,3.742857142857143,13.210526315789474,1.2941176470588236,18.789473684210527,1.0,17.526315789473685,2.076923076923077,2.4074074074074074,17.710526315789473,365.7105263157895,462.7368421052632,5.184210526315789,4.7368421052631575,5.305555555555555,2.066666666666667,2.0,12.078947368421053,1.3529411764705883,1.2222222222222223,2.484848484848485,1.0,1.0,1.8148148148148149,1.0909090909090908,1.0,1.2,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
Tottenham,7.0415167727009855,1.4285714285714286,11.947368421052632,60.478947368421046,27.157894736842106,1.0,4.945945945945946,17.605263157894736,1.6521739130434783,17.394736842105264,1.3888888888888888,15.026315789473685,2.0,2.09375,13.342105263157896,437.44736842105266,530.2631578947369,7.2105263157894735,6.026315789473684,6.7631578947368425,2.606060606060606,2.1333333333333333,11.368421052631579,1.6363636363636365,1.2142857142857142,2.5517241379310347,1.2857142857142858,1.0,2.3333333333333335,1.2352941176470589,1.1666666666666667,1.0666666666666667,1.25,1.1818181818181819,1.1666666666666667,0,1.0,1.0,1.0,1.2
